stimppt,aqGroup,age,sex,aqScore,faceMasc,zfaceMasc,Rater3,Rater4,Rater5,Rater7,Rater8,Rater9,Rater11,Rater12,Rater13,Rater14,Rater15,Rater16,Rater17,Rater18,Rater19,Rater20,Rater21,Rater22,Rater23,Rater24,Rater25,Rater26,Rater27,Rater28,Rater29,Rater30,Rater31,Rater32,Rater33,Rater34,Rater35,Rater36,Rater37,Rater38,Rater39,Rater40,Rater41,Rater43,Rater44,Rater45,Rater47,aveRating
1002,2,18,1,16,219.5231127,1.196419111,3.5,2.1,4.1,4.6,4.7,0.9,5.8,6.1,4.4,2,4.6,5.4,6,8.1,5.5,7.4,5.2,4.3,6.2,6.4,3.4,6.4,4.6,5.5,6.6,3.4,5.8,4.5,6,4,6.9,8.1,5.4,2.2,6.8,8.9,6,4.6,4.5,6,6.4,5.202439024
1003,1,18,1,10,179.2918788,0.977027586,7.8,8.2,6,6.8,6.7,8.3,8.5,6.9,10,4.4,10,6.4,6.1,10,4.8,6.1,5.8,4.7,8.2,7.3,7.9,8.5,5.5,7,7.7,7.7,4.5,7.2,8.5,7.4,8.2,8.2,8.3,9.7,8.9,10,6.9,7.4,6.2,5.5,6.8,7.341463415
1005,1,18,1,11,75.73640489,0.412312286,4,2.8,1.3,4.4,4.4,5.5,5.4,4,6.4,5.2,6.5,5.5,3.3,6.8,4.7,3,7.4,3.8,2.3,1.5,3.9,5.6,5.4,4,6.2,5.6,6.6,3.8,3,1.3,0.4,4,5,0,3,5.8,3.9,7.5,2.7,4.5,4.3,4.26097561
1008,3,20,1,24,311.7054008,1.699113431,6.1,7.6,4,5.6,5.7,8.1,6.8,4.4,7.6,6,5,5.9,4,8.7,4.7,6.9,5.3,4.7,6.8,3.6,4.5,7.7,4.8,7.5,7,6.3,5.7,6.3,3.5,3.3,4.4,8.4,5.5,10,6,8.8,6.8,7.2,6.6,6,7.3,6.124390244
1011,1,19,1,10,2.467356265,0.012756847,6,4.6,3.8,5.4,6,7,6.1,6.4,5.7,7.8,5.7,6.9,5.6,7.1,5.2,6.7,5.4,6.6,5.8,5.4,5.8,4.7,6,6,6.8,5.6,6.4,5.5,7,6.9,5.8,5.7,3.9,3.7,6.1,8.5,5.3,5.9,3.9,6,6.1,5.873170732
1012,3,21,1,24,78.04570231,0.424905493,7,8.6,7.6,7,4.8,9,8.3,7,10,7.1,8.4,5.8,7.7,9.2,6.3,8.3,8.9,7.2,8.8,8.4,7.4,8.8,5.6,9,8,7.5,5.9,6.5,5.7,8.3,8.9,8.4,8.1,5.8,8.3,7.2,9.5,9.2,8.2,6,8,7.7
1013,3,20,1,25,41.12181216,0.223549786,4.1,2,3.3,1.7,3.9,1.5,3.2,4.7,4.4,4.1,3.5,4.2,5.8,6.7,4,6.5,5.8,4.7,5.9,3.6,3.4,0.9,4.6,7,5.5,5.3,6.3,4.6,5.5,2.6,2.7,6.2,2.3,3.3,5.7,4.2,4,3.9,6.5,3.5,6.6,4.346341463
1014,3,18,1,24,98.59630062,0.536973324,8.1,10,3.8,6,7,9,8.4,7.8,9,7.3,10,6.6,6.1,9.2,3.8,8.8,5.9,8.1,4.5,5.6,7.3,8.9,7.7,8,8.5,7.5,9.4,8.6,7,7.9,3.3,6.2,9.4,10,8.4,9.2,8.9,8,7.3,5,8.3,7.556097561
1019,3,19,1,32,91.67469297,0.499227972,3,9.4,5.6,5.5,4.5,1.1,3.6,6.1,6.6,2.2,3.8,4.4,3.1,6.5,4.7,3.8,2.8,5.4,4.6,6.4,3.2,5,2.5,6.5,7,4.7,4.8,5.7,6.5,2.7,2.6,4.3,2.9,3.6,4.1,6.3,4.1,5.6,6.2,4,2.4,4.580487805
1025,2,18,1,16,138.2448362,0.753187241,7.1,5.9,6.9,2.1,5.2,1.5,4.4,3.2,3.9,5.5,7.6,4.1,3.4,7.4,5.6,6.2,2.2,6.8,3.4,3.2,2.6,6.3,4.3,8,5.5,3.2,7.1,4.4,4,4,7.9,7,1.4,7.4,5.7,3.9,1.3,3.3,2.8,5.5,3,4.736585366
1026,3,20,1,29,272.7920487,1.486908663,6.8,8.9,7.9,7.5,8.9,6.8,7.6,7.7,9.7,6.4,8.6,7.3,7.7,10,5.4,7.3,7.2,4.1,9,9.1,7.8,8.5,6.1,7,7.9,7.3,6.1,6.4,8,4.6,7.1,9,8.3,10,7,10,6.2,7.8,7.4,6.5,5.8,7.529268293
2001,3,18,1,26,-5.234727303,-0.029244645,3.6,3.7,4.3,3.7,3.3,3.8,5.3,4.7,4,2.1,7,6.7,4.7,7.4,4,2.5,5.1,5.6,3.6,5.5,2.8,7.3,4.8,6.5,7,3.5,6.2,3.3,4,3.5,7.3,6.6,6.7,4,6,6.4,2.4,4,5.2,3,3.7,4.751219512
2002,2,18,1,17,66.7506973,0.363310853,8.9,7.8,8.3,7.8,7.4,8.7,7.5,7.6,8.6,7.5,10,6.7,6.9,9.1,6.4,6.7,4.9,6.2,5.6,6,4.1,9.6,5.8,7,7.7,6.9,4.2,7.7,7,6,7.4,8.9,8.3,1.1,7.9,9,7.3,8.7,5.9,7,7.8,7.168292683
2009,1,18,1,10,54.78505911,0.298059074,6.9,4.3,4.3,4.6,3.8,8.1,6.9,4.3,4.2,5.1,3.7,6.9,4,7.2,5.6,4.2,4.5,4.4,2.3,3.8,6,6.8,6,6,6.4,6.1,6.3,3.7,5.5,3.5,4,5.8,4.4,1.2,5.7,3.5,3.7,7.9,5.9,5.5,3.9,5.046341463
2013,3,23,1,36,-87.79150733,-0.479448532,8,10,8.1,8.2,7.5,7.9,8.7,7.5,8.6,7.5,7.3,7.6,7.3,10,5.5,6.3,2.5,5.3,8.5,9.4,9.3,8.7,5.7,7.5,7.9,7,8.6,7.1,9,6.2,10,8.8,9.3,9.3,6.2,9.7,8.1,8.4,4.9,6,5.2,7.673170732
2014,2,20,1,16,131.7658932,0.717855857,9.2,9.2,3.1,8.1,3.8,6.3,8.9,7.8,7.2,8.8,7.2,7.6,6.3,9.3,5.3,7.1,5.8,7.1,7.2,8.8,7,5,8,4.5,8.6,7.5,10,6.5,3.5,6.7,7.7,6,5.4,6.1,8.6,7.2,8.8,6.7,9.3,6.5,8.9,7.136585366
2015,2,19,1,17,288.559971,1.5728953,7.5,8.4,6,7.2,6.9,5.8,4.6,5.5,7.2,8.1,6.8,6.4,6.7,9.1,5.2,6.4,5.4,4.6,8.3,6.7,6.8,5.7,4.9,6.5,7.7,5.8,6,5.3,7,6.2,6.2,8.4,6.2,4.6,6.3,8.4,5,6.1,5.7,6,5.4,6.414634146
2017,2,19,1,17,-27.96458097,-0.15319653,6.4,5.6,4.6,6.5,5.6,5.8,6.2,5.8,7,5.5,6.5,4.4,4,8.8,6.5,6,0.9,5.9,6.5,7.5,5.7,5.9,4.7,6.5,6.5,5.8,5.4,6.1,7.5,5.5,7.5,6.8,7.2,6.1,5.6,6.5,7.8,7.5,5.6,4.5,5.2,5.997560976
2021,1,19,1,12,64.49254786,0.350996569,6.2,4.3,6.5,5.7,5.9,4.1,3.6,6.5,6,5.8,6.4,4.6,2.2,9.7,4.7,4.1,4.4,4.6,4.8,1.4,4.1,3.9,5.6,4,6.1,7.1,6.4,6.4,3.5,5.8,5.9,3.9,1.3,8.5,6.4,5,4.1,4,6.2,4.5,6.3,5.134146341
2026,3,18,1,30,1.329874201,0.006553857,6.7,6.8,4.6,6.8,6.8,1.9,6.2,7.9,7.2,8.6,1.3,6.7,6.9,7.6,5.7,4.5,5.9,6,6.7,6.7,6.3,6.4,5.7,8,7.4,4.1,6.1,5.9,7.5,6.7,7.7,5.8,4.3,6.8,7.1,3,8.5,6.8,6.9,4.5,8.4,6.229268293
2030,3,23,1,28,265.9259638,1.449466092,6.1,3,4.4,7.4,3.4,5,7.2,5.2,6.9,4.3,1.6,5.5,4.7,7.8,4.2,7.2,6.1,4,4.8,6.1,4,6.9,5.7,5,7.4,5.8,3.8,5.7,8,5,4.1,6.5,6.8,5.8,6.2,9.7,6.7,4.5,5.9,4.5,5.7,5.575609756
2033,2,18,1,17,-29.96863846,-0.164125184,3.9,1.8,4.2,6,4.8,0.9,4.2,2.5,6.1,4.9,6.5,5.7,5.3,6.9,5.8,3.6,4.8,4.6,4.1,6,4.2,5.5,3.6,4.5,6.4,4.5,4.1,4.1,6,6.2,8.5,6.4,3.3,4.2,7,7.4,4.1,6.1,6.2,5.5,4,4.985365854
2035,2,18,1,17,39.2780033,0.21349501,7.8,3.2,7,2.4,6.3,8,8.6,4.5,3.1,6.3,8.8,7.9,3.9,8,6,7.5,6.7,7.1,6.9,8.6,6,6.3,9.1,9,7.8,4.2,8,6.3,2,8.6,4.5,7.4,7.8,2.7,8.7,5.7,5,10,7.5,7.5,8.5,6.614634146
2040,3,18,1,35,-52.03328107,-0.284449497,7.6,9.2,7.1,6.4,5.8,7.8,7.6,3.7,9,3.9,10,7.3,4.4,9.7,5.3,8.2,3.7,6.4,8.5,7.3,7.2,8.9,7.2,8,8,6.6,9.3,6,6,7.3,6.6,8.9,8,7,7.9,8.5,7.1,9.3,6.3,4.5,3.9,7.107317073
2049,1,25,1,11,360.456714,1.964967194,9.3,9,6.4,7.9,7,5.6,8.1,5.6,8.7,6.4,5.5,8.3,7.8,10,6.2,4.3,7.4,5.5,8.5,8.6,7.6,9.1,6.3,6.5,8,5.8,8.1,7,9,7.1,6.5,6.9,8.2,9.6,6.6,8.9,8.4,8.3,8.4,7,6.1,7.451219512
2051,3,19,1,23,90.43378767,0.492460989,6,9.1,8.5,6,6.4,7,7.1,4.2,4.6,5.7,4.1,7.4,6.5,7,5.4,7.6,7.9,5.5,4.6,6,7.2,7,7.4,7.5,8.5,4.5,6.3,7.4,3.5,6.8,6.9,7.9,6.2,7.8,5.9,3.1,6,4.5,6.6,7,6.2,6.36097561
2052,2,19,1,16,166.3619328,0.906517182,5.4,7.7,2.4,3.5,4.8,2,4.6,4.5,4.9,7,8.6,6.7,3.3,8,5.4,5.8,6.3,7.1,1.6,6.7,5.9,6.7,3.6,7,6.2,3.6,4.6,5.2,7.5,3.5,6.6,4.6,4.4,2.5,2.4,4.9,5.9,7.3,6.9,5.5,6.8,5.314634146
2058,3,24,1,24,153.5348561,0.836567751,6.9,6.6,5.5,4,7.4,5,7,8.5,5.8,4.3,8.6,7.5,5.2,8.3,6.1,5.8,4.4,5.3,3.8,5.9,7,7.1,5.2,6.5,7,5.9,7.3,6.1,6,5,7.1,7.3,5.6,6,5.8,7.6,6,8.2,5.1,4.9,7.5,6.246341463
2063,1,19,1,11,242.5642032,1.322068252,5.5,7.1,5.6,6.4,5.2,5.9,5.7,5.2,5.6,5.8,6.1,7.3,7.2,6.7,5.5,4.3,8.3,4.7,6,6.3,3.6,6.6,5.5,6.5,7.3,6.3,5.4,6.5,5.7,5.6,7.9,7,5.5,5.7,6.6,7.9,6.6,6,6.8,6,7.6,6.170731707
2065,1,19,1,9,143.793671,0.7834465,6.5,8.8,5.8,7.1,6.1,6.6,4.8,4.1,8.6,2.4,7.1,7.5,4.6,9.9,4.2,5.8,4.6,6.2,3,8.9,6.2,6.2,4.6,5.5,7,7.5,6.9,6.3,6.5,6.8,9.5,8.9,8,8.1,8,10,8.5,7.8,7.9,7,5.8,6.72195122
2072,2,18,1,16,203.7712413,1.110520003,3.5,5.9,4.4,3.2,7.3,6.5,7.2,6.1,4.4,8.7,8.2,5.5,4.6,6.8,4.8,3.7,4.5,4.3,4,4.5,5.8,6.2,5.2,5,6.3,4.8,7.5,4,4.5,4,6.6,6.1,4.6,1.8,6.3,7.3,5.9,7,6,4.5,2.8,5.373170732
2075,2,18,1,16,14.41981047,0.077936731,6.1,3.2,3.6,3.2,4.9,6.5,4.7,4.3,4.7,1.6,4.3,6,2.7,7.2,4,2.9,1.7,6.1,1.3,3.5,3.5,6.3,4.6,4,7,2.5,6.3,5.3,3.7,5.9,3.1,4.5,3.1,0.8,4,8.7,0.1,7.4,4.8,5.5,4,4.331707317
2079,3,19,1,23,190.0748377,1.035829904,8.2,7.8,7.7,5.2,6.8,5.4,7.2,6.9,7.7,8,8.6,6.1,7.3,7.9,6.5,6.8,9.2,6,8.4,7,5,7.3,7.1,7.5,7.5,4.9,6,6.3,8.5,7.5,5.7,7.5,6.6,8.6,6.8,8.2,7.1,6.4,8.9,5.5,7.5,7.1
2080,1,18,1,10,283.6062056,1.545881111,5.5,5.7,1.8,3.7,4.1,6,5.3,3.4,4.6,4.3,3.4,4.8,3,7.2,4.7,5.6,2.3,4.7,7.7,6,3.7,5.2,4.7,5.5,6.4,4.5,2.7,4.1,7,4.5,5.6,3.6,7,2.9,4.4,8.6,5.7,7.3,6,5,4.7,4.948780488
2081,2,25,1,15,55.80868422,0.303641171,7.8,8.7,6.9,8.4,8.3,8.3,9,7.8,10,5.1,10,6.2,8.1,10,5.8,8.3,10,5.6,10,9,8.3,8.7,7.3,7.5,8.8,7.5,8.6,7,9,7.1,10,8.9,10,10,8.9,5,8.6,6.7,5.3,7.5,8.6,8.112195122
2094,1,22,1,8,437.632206,2.385825499,1.1,1.4,4,5.8,5.7,3.2,6.2,6,6,2.1,7,6.9,4.1,7.1,6.1,8.4,3.9,4.6,2.3,6.7,3.1,6.7,4.5,6.5,6.5,5.5,5.4,4.7,6.5,5.9,7.4,7.3,7.5,8.3,7.8,8.9,2.5,8.3,4.6,7,4.3,5.556097561
2095,2,18,1,16,268.4027718,1.462972779,6.8,0.6,5.4,7.3,6.8,3.5,5.5,6.2,8.2,4.5,6.2,6.5,3.7,8,3.9,7.1,6.5,4.4,6,5.6,5.6,6.6,6.4,4,7.2,5.5,5.9,5.7,6.5,4.3,5.3,3.8,3.1,1.9,7.2,9,6,6.2,6.4,4,5.7,5.585365854
2096,1,20,1,7,102.528276,0.558415422,5.6,6.5,4.2,5.4,2.4,6.7,8.1,4.7,5.9,2.1,5,6.8,5.5,7.6,5.3,3.2,4,6.6,7.9,5.2,3.1,6,5,5,5.8,4,4.2,6.7,3.5,6.9,2.6,7,5.5,0.5,7.3,9.2,8.2,3.7,4.5,6.5,4.7,5.331707317
2097,3,25,1,24,334.5796149,1.823852551,6.6,4.1,5.8,4,3.8,6.2,5.7,3.2,5.5,5.3,3.1,5.6,6,7.4,4.4,4.1,3.7,4.2,4.4,5.7,4.1,4.9,5.3,7.5,7,5.5,3.5,5.3,4,5.7,8,7.8,8.1,4.3,5.8,7.3,5,7.2,5.9,6.5,4.5,5.414634146
2098,3,21,1,23,113.9088867,0.620476893,4,2,4.4,5.2,2.1,1,6.5,4.5,3.5,0.6,3,6.5,3.3,7,4,4.2,6.1,3,0.8,2,4.1,4.3,2.2,4.5,5.7,5.6,6.8,0.6,2.5,4.3,3,2.2,4.6,3.6,5.3,5.9,8,3.5,5.2,3,4.7,3.982926829
3001,2,21,1,16,49.43766854,0.268898343,3.5,4.1,3.7,3.1,4.4,4,5.2,2.7,4.3,0.6,3.7,4.6,3.3,7.4,4.3,3.4,3.5,5.4,1.7,1.1,4.2,5.9,4.5,3.5,5.9,4.7,4.1,4,4,6.5,3.6,6,1.5,5.8,3.7,8,0.2,4.3,5,4,3.6,4.073170732
3003,3,20,1,25,281.8390666,1.536244436,5.6,6.7,5.7,6.4,4.8,1.7,5.7,6.1,4.5,4.9,2.7,6.1,4.7,6.7,4.4,6.4,5.9,4.4,3.5,4.1,4.7,4.2,4,3.5,6.2,4.5,4.9,4.7,7,5,6.5,6,4.2,4.2,4.3,3.3,2.6,7.8,4,4.5,6,4.953658537
3007,1,18,1,11,86.50531025,0.471037966,8.1,7.8,6.9,6.8,6.2,7.8,6.8,6.6,7.4,6.4,10,7.3,7.4,9.8,6.6,7.5,6,5.9,7.2,8.1,6.7,9,5.7,8,7.6,6.5,6.8,6.5,5.5,7.7,8.7,4.7,8.2,1.8,7.5,8.4,6,9.4,7.5,7,7.6,7.156097561
3008,1,18,1,6,145.3416047,0.791887791,7.2,7.3,7,6.8,6.4,5.2,6.7,6.6,6.2,9.3,9.8,7.1,7.3,8.5,5.2,7.7,5.9,5.7,6.3,6.1,5.2,6.7,4.2,7,7.2,7.5,6.2,3.9,5.5,4.6,6.9,7.7,4.7,8.3,6.4,8,6.4,6.9,7.2,5.5,5.9,6.590243902
3009,2,21,1,16,235.4947684,1.28351676,7,3.2,6.2,7.4,5.7,4.5,6.9,5.4,7,8,6.9,5.3,7.3,9.9,5,8.3,8.6,5.7,6,9.2,7.5,5.7,5.9,5,7.4,5.3,6.5,5.8,6.5,3.7,5.9,7.7,5.6,8.5,6.2,8.3,5.7,7.8,7.3,6.5,4,6.495121951
3012,1,22,1,9,66.46939787,0.361776853,4.2,2.4,4,5.8,4.6,3.9,6.9,3.3,5.8,4.6,3.7,6.9,3.8,7.6,5.3,5.4,5.7,6.3,1.5,3.3,4.7,0.9,4.7,5,6.1,5.8,2.8,5.8,5,6.5,7.6,7.2,6.2,1.7,7,9.9,5.7,5.4,3,4.5,5.1,5.014634146
3014,1,22,1,5,277.5500529,1.512855314,8,7.1,8.3,6.2,7.1,2.6,5.1,7.2,8.3,5.1,7.2,7.5,7.7,8.5,6,6.2,6.2,7.3,3.1,8.7,6.5,8,6.3,7.5,7.8,5.9,6,6.7,6.7,5.9,5,7,7,9.4,7.6,9,6.8,6.4,7.7,5,6.3,6.77804878
3016,2,19,1,17,224.7939615,1.225162439,2,4,4.5,2.5,5.6,1.2,4.7,4.7,7.2,2.4,7,5.8,5.7,7.6,4.4,4.3,3.9,5.4,3.1,4.3,4,5,4.7,7.5,6.2,5.5,5.5,4.4,3,6.4,8.9,6.2,5.5,4,3.7,7.2,6.3,5.4,5.3,5,7.8,5.068292683
3019,1,21,1,11,294.0503982,1.602836047,6.3,7.5,4.4,5,7.7,9.1,7.2,8.1,10,7.9,6.6,7.2,6.6,9.5,5.9,7.1,9.4,7,5.9,7.6,8.3,8.1,8.5,9,7.1,6.5,6.3,7.2,8,7.7,7.9,7.6,8.7,8.5,7.8,7.9,8.3,6.9,8.7,6.5,9.3,7.580487805
3023,3,19,1,26,-27.09723953,-0.148466688,7.5,10,6.1,6.2,4.6,6.3,7.2,6.7,8.2,3.5,9.6,5.6,6.2,10,4.5,4.6,5.8,5.3,6.5,5.8,7.1,8.1,5.5,5.5,7.3,6.6,6,5.8,5.5,6.8,8.7,9.3,8.6,9.1,5,10,6,4.3,7.5,6,6.5,6.717073171
4002,3,19,1,25,163.0712412,0.888572173,7,2.8,6.4,5.3,3.6,6.5,4.3,3.7,5.6,5.4,4.4,4.7,3.5,7.8,4.4,4.4,2.6,4,1.9,6.1,6.7,3.6,2.8,6,7,5.8,5.1,4,3.5,6.5,1.1,5,4.4,0.8,3.7,6.7,4.3,7.1,4.1,6,6.6,4.76097561
4003,1,18,1,10,-1.304814138,-0.007813793,3.5,6.9,3.6,5.1,6.2,5.3,4.1,4.4,2.2,3.5,7.2,3,3.5,6.8,4.4,2.9,6.2,3.7,2.9,5.5,2.9,4.2,5.2,4.5,6,4.5,1.6,5.6,5.5,2.8,2.9,7.2,5.5,3.8,4.2,3.9,5,6.6,5.7,4,4.9,4.570731707
4007,2,21,1,18,122.7523087,0.668702404,5.9,6.3,3.7,4.2,4.4,6.1,5.2,5.7,4,1.4,6.8,4.9,3.3,8.9,5.2,3.4,7.4,4.3,6.8,3.1,6.2,4.4,4.3,7,6.6,6.5,6.4,5.2,5.5,4.8,4.3,7.3,5,6.2,4.2,4.2,6,7.8,4.1,5.5,5.1,5.307317073
4008,1,19,1,8,119.4504429,0.65069646,7.9,3.1,6.1,1.6,7.7,2.9,4.5,4.3,6.6,3.2,3.9,5.6,2.8,7.5,4.5,4.4,5.6,4.2,4.9,4,6.8,8,4.1,6,5.5,4.5,6.3,5.3,4,5,9.2,2.6,4.4,1.6,4.1,6.6,2.7,5.8,6.4,4.7,8.2,5.051219512
4011,1,18,1,10,141.9574687,0.773433205,6.7,3.7,6.1,6.3,5.6,6.8,7.6,5.6,7,4.5,6.2,6.7,6.6,7.1,5.2,8.3,6.6,5.7,5.9,6.5,6.7,6.8,6,8.5,7.5,6.9,5,5.5,7,7.5,7.4,7.2,6.6,3.7,7.5,9,6,6.4,6.2,6,5.7,6.434146341
4012,2,19,1,16,318.8122255,1.737868819,6.7,9.1,6,5.9,4.8,7.7,7.8,7.7,8.9,4.3,9.5,4.9,5.2,9.7,3.8,7.3,4.2,6,7.9,6.6,4.8,6.3,5.5,5,7.2,6,7.7,6.7,2.5,7.3,2.3,8.7,8.5,7.9,7.4,9,7,5.9,6.5,7,5.8,6.56097561
4017,1,18,1,7,121.0437624,0.659385251,6,6.7,6.2,4.7,5.6,3.1,5.7,5.7,6,1.6,5.8,6.7,5.2,7.5,5.9,5.8,1,5.3,3.9,7.1,4.6,5.8,4.4,6,7,5.2,4.2,4.3,7,5,6.5,8.1,5.8,1.2,3.9,8.1,5.7,5.6,5.8,4,5.8,5.353658537
4019,2,18,1,16,186.9089852,1.018565675,6.5,3.9,6.3,7.4,6.9,8,7.4,4.4,7.4,6.8,6.2,6.9,5.7,7.7,6.1,5.7,7.4,5.3,6.5,7.5,6.1,7.5,6.3,4.5,7.4,5.5,6.1,5.3,7,6.1,6.8,7,7.8,5.7,4.4,7.7,6,8.5,4.8,6,6.2,6.407317073
4022,3,23,1,23,130.7179134,0.712140947,6,3.3,3.3,3,5.8,6.4,4.9,4.6,4,1.6,6.2,5.2,4.3,7.7,4.5,3.8,3.8,5.9,3.6,6.5,3.7,6.4,4.3,6,6.8,4.5,7.5,4.5,6.5,4.8,1.5,6.8,5.5,4.1,4.1,8,2.6,6.4,5.1,4.5,5.3,4.958536585
4023,3,20,1,24,220.7094205,1.20288836,3.1,2.6,6.5,4.5,4.4,6.9,4.8,4.5,5.4,3.2,5.4,7.3,5.9,7.9,4,3.4,8,4.3,2.3,6.7,5.5,4.5,5.4,5,6.6,5.4,5.8,4.7,5.5,7.3,6.9,7.6,6.8,0.6,6.1,5.9,5,5.8,4.1,6,6.2,5.312195122
4026,3,20,1,31,233.4950777,1.27261192,2.5,3.6,3.6,3.3,7.1,1.4,5.4,4.3,4.9,2.3,5.8,6.5,6.2,8.4,4.7,4,4.4,5.4,3.8,9.1,3.7,5.3,3.1,5,7.2,3.1,5.8,6.2,7,6.1,5.3,5.5,6.2,5.8,3.8,8.1,1.2,8.4,4.3,4.8,4.2,5.043902439
5001,2,18,1,18,243.2729729,1.32593336,6.5,6.3,3.8,5.9,4.2,3,6.2,3.7,2.7,7.5,6.8,6.1,3.7,6.6,5.1,6.8,3.1,6.8,1,1.9,2.3,5.6,4.9,5,6.8,3.2,4.1,4,6,4.7,5.3,6.8,3,3.2,6,5,5.9,5.7,5.5,5.5,7.3,4.963414634
5007,2,19,1,16,183.535662,1.000170055,5.8,1.3,3.9,3.4,1.8,6.2,3.9,5.6,2.7,1.9,3.9,7,2.3,3.9,6,7.4,0.4,3.7,6,1.3,1.3,2.2,3.2,2,5.7,3.5,6.7,3.4,4,5.5,9.2,6.5,3.1,0.2,3.7,3.5,3.9,4.4,3.5,2,5.9,3.946341463
5009,3,17,1,23,-47.09086252,-0.257497185,3.2,0,2.2,6.3,2.9,3.4,3.4,2.3,1.2,2.2,3.6,6,5.4,6.7,4.9,2.4,3.1,4.2,2.3,2.6,4.2,5.6,2.5,5,7.2,3.6,4.9,3.6,4.5,5,5.9,6.8,2.4,1.8,2.3,7.8,2.3,4.1,4.2,4.5,6.6,3.97804878
5011,2,18,1,18,242.3926832,1.321132908,3.5,1.3,6.8,1.5,4.7,5.5,5.3,4.9,1.2,3.5,1.6,4.1,4.1,6,4.7,3.5,4.7,3.5,2.2,3.7,3.2,5.9,3.4,6.5,5.8,3.5,4.5,1.2,3,8,1.3,4.4,1.3,1.4,2.7,3.6,6,7.2,4.3,7,3.1,3.990243902
5014,2,19,1,17,-100.2302492,-0.547280271,1,4,4.1,3.8,6.3,5,6.9,5.5,5.8,4.2,3.8,4.3,6.4,7.5,4.4,2.8,3.6,4.1,2.3,3.4,2.2,6.4,4.7,4,6.3,7,5,5.3,6,4.6,3.4,6.4,6.1,1.5,2.8,4.3,3.6,4.6,3.6,4.7,4.8,4.548780488
5016,1,18,1,8,240.5986393,1.311349514,6.8,3.6,3.7,2.9,6.1,1.6,6.9,3.7,5.8,5.9,3,4.3,3.2,7,5.2,3.1,6,4.1,1.8,4.3,3.8,6,5.3,6,6.2,4.3,5.3,4.8,4.5,3.5,7,6.8,4,3.9,5.7,5,7,5.6,2.9,6,4.2,4.8
5018,3,19,1,24,234.5322828,1.278268072,6.2,3,4,7.2,3.8,4.6,7.8,7.1,6,5.2,7,5.8,6.5,7.3,5.5,6.9,4.5,4.3,6.1,6.5,2.7,8.7,4.5,7.5,6.7,6,6.5,5.5,5,6.1,8.2,7.5,5.1,6.6,7.4,6.9,5,7,5.8,5.5,6,5.987804878
5020,1,19,1,9,451.4421238,2.461134621,7.5,8.7,5.9,6.5,6.3,7.8,6.2,7.7,5.3,6.5,6.6,6.9,5.6,7.5,5.4,4.6,4.4,5.7,2.9,7.1,6,8.4,6,8,6.6,6,5.2,8.5,5,7.4,7.6,5.6,4.8,4.3,7.2,7.3,2.8,5.7,5.6,7,4.1,6.2
5021,1,18,1,8,322.5986198,1.758517026,7.4,4,4.9,5.7,3.3,7.2,6,6.4,4.5,6,3.8,7,5.3,7.5,5.3,5.6,6.6,6.4,6.9,6.4,6.7,5.9,6.3,6,7,4,5.8,4.4,6.5,4.4,6.9,8.4,5.4,6.6,4.3,9,3.6,6.9,7,5,6.8,5.929268293
